expertise_group,player_index,within_group_index,sensitivity_mode,target_name,block_index,xa,ya,xb,yb,n_fixation,fallback
professional,6,6,default,svsw,1,0.9208926294082682,0.9533144580901473,0.00033020816088876435,0.014248411188802568,29,0
professional,6,6,default,ssg,0,0.9442136040211545,1.0769780033588017,0.005036084682309849,0.012989656630914939,29,0
professional,6,6,default,ssg,1,0.9356674731526026,1.060233821902854,0.0017876347360976036,0.014486372433545941,29,0
professional,6,6,default,fsg,0,0.9402557719514764,1.0053456835887018,0.0058940464982604615,0.01234793400253683,29,0
professional,6,6,default,fsg,1,0.9391357792371386,0.8839137439734621,0.003971772919983841,0.01648961424738145,26,0
professional,6,6,default,slg,0,0.9504882467940732,1.0346585438916256,0.0024606993681467334,0.017179242470309088,28,0
professional,6,6,default,slg,1,0.9333107202800723,1.0184046478985984,-0.0007329527050390318,0.006085742439627308,29,0
professional,6,6,default,flg,0,0.9482820285730824,1.02031304135853,0.0017147633418370467,0.016179606517057007,29,0
professional,6,6,default,flg,1,0.9456735532220142,0.947819629954039,0.0026153118167892096,0.006678374347995961,29,0
professional,7,7,habitual,ssw,0,0.8908571790606261,0.7733177877901769,-0.0016585532650026154,0.013034403260922044,27,0
professional,7,7,habitual,ssw,1,0.9579937112505477,0.8161092967790158,-0.007533010267956709,0.014226074750231478,22,0
professional,7,7,habitual,fsw,0,0.8980459211950929,0.7975288256297332,-0.00213670537845821,0.00951116185849415,21,0
professional,7,7,habitual,fsw,1,0.9076229530523784,0.8728741772630448,-0.0010365047883866426,0.022599764992051734,24,0
professional,7,7,habitual,slw,0,0.8963435415038716,0.7902400289636043,-0.0011957062297126867,0.0007225785004097754,26,0
professional,7,7,habitual,slw,1,0.9017077569928353,0.8704802461245078,-0.0022403327456858527,0.02119277290736133,24,0
professional,7,7,habitual,flw,0,0.9171667572094463,0.871269331431224,-0.0022084810255418087,0.014110735148219745,24,0
professional,7,7,habitual,flw,1,0.8959879180538597,0.7808939631267617,-0.004188922225622742,0.004241147708785278,28,0
professional,7,7,habitual,svsw,0,0.9042085285947793,0.8202324283043284,-0.004489091369559681,0.015627605841268006,24,0
professional,7,7,habitual,svsw,1,0.8863571148902618,0.8410477462535207,0.0024165250236779616,0.01681317597332041,28,0
professional,7,7,habitual,ssg,0,0.8966650061356602,0.8080380467211266,-0.001995851304128458,0.01761393403365854,27,0
professional,7,7,habitual,ssg,1,0.8724794637242134,0.8850764483371663,-0.004458674889006062,0.01098587484078559,21,0
professional,7,7,habitual,fsg,0,0.8892496746918936,0.8954074036452856,-0.0020843442377059627,0.012087334356626421,20,0
professional,7,7,habitual,fsg,1,0.8873796919511956,0.9420932768426044,0.0018956577036995902,0.02237517476905828,21,0
professional,7,7,habitual,slg,0,0.9077549503877835,0.8118662613630834,-0.003244560163474761,0.012237005484755623,22,0
professional,7,7,habitual,slg,1,0.9233376222914392,0.8666531116353666,-0.0008041351728146195,0.02382483827176576,22,0
professional,7,7,habitual,flg,0,0.9218835320360803,0.8267382638139128,-0.0012611080365355501,0.00924218231524352,28,0
professional,7,7,habitual,flg,1,0.9028844290572421,0.8313083086037183,-0.0025921455373555478,0.018726957579353574,21,0
professional,7,7,default,ssw,0,0.9062044711512323,0.8408717911871266,0.001696780978726638,0.017243053678431448,27,0
professional,7,7,default,ssw,1,0.9089900798104182,0.9153400452653304,0.006204212635707166,0.016976874059596282,25,0
professional,7,7,default,fsw,0,0.9080581987827266,0.8917959234795988,0.0009066300608856505,0.011134273623390173,26,0
professional,7,7,default,fsw,1,0.9256018632151842,0.8003689787827081,-0.004758016843940539,0.009359320960436481,25,0
professional,7,7,default,slw,0,0.9198220519759374,0.9500616249251994,-0.0017683641678590926,0.019195143940027748,22,0
professional,7,7,default,slw,1,0.9115721276404909,0.8431470863141337,-0.002631029970014536,0.014079353064705816,24,0
professional,7,7,default,flw,0,0.9207804006103617,0.8569230711987977,0.0005186449311800892,0.015620913805849384,22,0
professional,7,7,default,flw,1,0.941693237245153,0.982341143387866,-1.1311251876972364e-05,0.018094640453235958,22,0
professional,7,7,default,svsw,0,0.9121360743896624,0.8795098735399103,0.0013110950642445203,0.020834271541040294,23,0
professional,7,7,default,svsw,1,0.9230599071136665,0.850936117482999,-0.0023201022935412964,0.014633771166997458,25,0
professional,7,7,default,ssg,0,0.8992472265978082,0.8073553464448777,-0.0012851007395869455,0.011673537247305733,28,0
professional,7,7,default,ssg,1,0.9184381082607558,0.8188029078718899,-0.00011583584128008369,0.013461640495916806,28,0
professional,7,7,default,fsg,0,0.9209560900438002,0.8301430426784616,0.0004993228461197263,0.010363148149838101,29,0
professional,7,7,default,fsg,1,0.8993968659763755,0.8779241614521743,-0.0015298585862986522,0.019059880180816093,28,0
professional,7,7,default,slg,0,0.9103522835701237,0.8560944000585669,-0.0005805187659138544,0.016593724712934247,25,0
professional,7,7,default,slg,1,0.9013137751270512,0.8432093252015981,-0.002851831255122674,0.01261518445861558,24,0
professional,7,7,default,flg,0,0.9123635933067114,0.8178976247733319,-0.0011646238294367715,0.01819248205998733,25,0
professional,7,7,default,flg,1,0.9095805665692047,0.8952751010910398,0.00023216645053219034,0.024869303341282623,24,0
professional,8,8,habitual,ssw,0,0.9527829790474728,0.852686369691885,0.004634385012098261,-0.012718493018615405,26,0
professional,8,8,habitual,ssw,1,0.9247427747021734,0.8339621943057001,0.005555374741619122,-0.010730544481877598,29,0
professional,8,8,habitual,fsw,0,0.9239392797683559,0.8534432832593526,0.007574551462896964,-0.011901723102242715,29,0
professional,8,8,habitual,fsw,1,0.9435016134160799,0.8491704735695716,0.004912880800352895,-0.00992646029154592,29,0
professional,8,8,habitual,slw,0,0.9223983857831164,0.8481142044477299,0.01169769718006501,-0.011763771616907065,29,0
professional,8,8,habitual,slw,1,0.917187330238676,0.8615008953341843,0.004384779682347784,-0.013814480898844128,29,0
professional,8,8,habitual,flw,0,0.9375867751688656,0.869862401020084,0.009437688390366527,-0.010544770795808203,29,0
professional,8,8,habitual,flw,1,0.9218363933076964,0.8574741949938095,0.006479959235131624,-0.011285936168607184,29,0
professional,8,8,habitual,svsw,0,0.9257719212732052,0.8317284589806193,0.011679737751897722,-0.011739311249884523,29,0
professional,8,8,habitual,svsw,1,0.9136677069871099,0.8360419376744552,0.005646058387943538,-0.01388745025675677,29,0
professional,8,8,habitual,ssg,0,0.9245534534238158,0.8622015305107645,0.006571113469901065,-0.010666020062779176,29,0
professional,8,8,habitual,ssg,1,0.9281951415074331,0.8659087681384717,0.008457394546977082,-0.012250223732469277,29,0
professional,8,8,habitual,fsg,0,0.9434551186682316,0.8714641635972633,0.009400047845207996,-0.012026343944005367,29,0
professional,8,8,habitual,fsg,1,0.9059869849249511,0.8530705917839551,0.007930665569361294,-0.015122165417085335,29,0
professional,8,8,habitual,slg,0,0.9266945505586563,0.8605571694104586,0.010520823117593687,-0.01186827969102548,29,0
professional,8,8,habitual,slg,1,0.9331873351706855,0.8416115382095373,0.007983701616943534,-0.01183805044383322,29,0
professional,8,8,habitual,flg,0,0.9256340754534381,0.8460871246882401,0.007881838370824814,-0.010180218253172866,29,0
professional,8,8,habitual,flg,1,0.9324083638425492,0.8656796668800206,0.0070353836513574915,-0.01131826321988811,29,0
professional,8,8,default,ssw,0,0.9142568483870249,0.8465821386418823,0.007501074125370956,-0.013968375652597353,29,0
professional,8,8,default,ssw,1,0.917355383940766,0.8405427232786685,0.007443876230807322,-0.011886339755715472,29,0
professional,8,8,default,fsw,0,0.9229053371178274,0.8635561242907759,0.005973871049753847,-0.014753486849628641,29,0
professional,8,8,default,fsw,1,0.9205586101369526,0.8403586241732689,0.006113689516595249,-0.015784036265440345,29,0
professional,8,8,default,slw,0,0.9159009149324941,0.8343921761219255,0.006203912555186153,-0.012127124992118812,29,0
professional,8,8,default,slw,1,0.9195252787940563,0.8663867104115905,0.004983087387481231,-0.01672464212994502,28,0
professional,8,8,default,flw,0,0.9155804030577442,0.8479687337940878,0.007516652708459863,-0.0136709625895968,29,0
professional,8,8,default,flw,1,0.9178379977247644,0.8682123506664935,0.007367460884839898,-0.014867408376119459,29,0
professional,8,8,default,svsw,0,0.9197220973540294,0.8403616416615761,0.006609428904964454,-0.011453308663951327,29,0
professional,8,8,default,svsw,1,0.9177266485609964,0.8536843393387168,0.0032532603390589407,-0.014182746289690091,29,0
professional,8,8,default,ssg,0,0.9150137867544299,0.8538728104664709,0.004730907958584598,-0.013508841855982681,29,0
professional,8,8,default,ssg,1,0.920434894607143,0.8480786956734524,0.006925928802338809,-0.01495922206611457,29,0
professional,8,8,default,fsg,0,0.9058903492116002,0.8408128106191619,0.005317741691901031,-0.01488074545215307,29,0
professional,8,8,default,fsg,1,0.9159178435176061,0.8454780529529391,0.00736447273112318,-0.016345308376461917,29,0
professional,8,8,default,slg,0,0.9028688976144756,0.8303237219524081,0.008491013966391552,-0.012369693316512737,29,0
professional,8,8,default,slg,1,0.9422083242964554,0.8658211338330747,0.006780163202507254,-0.014644139290231398,28,0
professional,8,8,default,flg,0,0.9146181835725242,0.8644312741698759,0.005643764307222897,-0.014562956939244816,29,0
professional,8,8,default,flg,1,0.9219519403319036,0.8677881876020196,0.005376705295697688,-0.015634851562235645,29,0
professional,9,9,habitual,ssw,0,0.9703343974097987,0.8397491245896906,0.0057770540024275185,0.006613223336153343,29,0
professional,9,9,habitual,ssw,1,0.8658167240659008,0.8006339343816561,0.014715056860680345,0.00714366335799833,26,0
professional,9,9,habitual,fsw,0,0.9230302222767032,0.8583890474540339,0.004660812615125994,-0.0010606673597576889,29,0
professional,9,9,habitual,fsw,1,0.95051716486581,0.8418783790851773,0.001823414482543569,0.005435410489304143,29,0
professional,9,9,habitual,slw,0,0.9347338122442519,0.820425117952678,0.00485204051885223,0.004976378435768904,29,0
professional,9,9,habitual,slw,1,0.9543615751360176,0.8755838878735265,0.003185022361511077,0.0042996999117072745,26,0
professional,9,9,habitual,flw,0,0.9476960862730367,0.8757512388078323,0.008658380395036268,0.009229159868772367,29,0
professional,9,9,habitual,flw,1,0.9382615344349209,0.8574635676188235,0.0026262353158316813,0.0029098701418993683,29,0
professional,9,9,habitual,svsw,0,0.9269542483421955,0.7878458833132103,0.00826807146831542,0.007705435803540729,29,0
professional,9,9,habitual,svsw,1,0.9448043799726923,0.8816959312823756,0.00022035684442485957,0.003708382380923675,29,0
professional,9,9,habitual,ssg,0,0.9669313291812535,0.8305031899724058,0.006333794387173779,0.006405248033446158,29,0
professional,9,9,habitual,ssg,1,0.9344425310338766,0.834001297064058,0.004682572031967049,0.008215896643039592,29,0
professional,9,9,habitual,fsg,0,0.954079473471511,0.8610745018363759,0.005778761149447713,0.004373744034175354,29,0
professional,9,9,habitual,fsg,1,0.9639979392435363,0.8668038502349404,0.0063347976891039905,0.0016447924204778192,29,0
professional,9,9,habitual,slg,0,0.9547744303997103,0.8345407218369447,0.012089626945118663,0.005823765530383142,28,0
professional,9,9,habitual,slg,1,0.9231967812218038,0.8943193414261128,0.010237840911618883,0.009721453127779216,29,0
professional,9,9,habitual,flg,0,0.9489542634522388,0.836405129245718,0.009954489365736011,0.011277853763545401,29,0
professional,9,9,habitual,flg,1,0.9585582605391476,0.890173411312765,0.004733977435528512,0.011044355408129435,29,0
professional,9,9,default,ssw,0,0.9520397906147825,0.8531959916511046,0.0006565556929092609,0.008612970300706605,29,0
professional,9,9,default,ssw,1,0.929510544410392,0.8720326255497036,-0.003560456973496302,-0.005895143768839868,29,0
professional,9,9,default,fsw,0,0.9622318036915326,0.8637378587953596,0.00042687627591480454,0.0050713584632474185,29,0
professional,9,9,default,fsw,1,0.9476768468367952,0.8380848758619347,-0.0024731490971925244,-0.0028157951824176303,29,0
professional,9,9,default,slw,0,0.9573759925851607,0.8424225679532154,-0.0013403443240634725,0.0022330082414462856,29,0
professional,9,9,default,slw,1,0.923781417587549,0.8991121692697862,-0.004196363249723681,-0.00977726187621482,29,0
professional,9,9,default,flw,0,0.9570206026977784,0.9062444152221031,0.0016694762482582911,0.003839939179751442,29,0
professional,9,9,default,flw,1,0.9668209232271581,0.8810940477443724,0.0006728849749177467,-0.0014207102884877124,29,0
professional,9,9,default,svsw,0,0.9280794887924442,0.7890635956580131,-5.476794422114208e-05,0.004702444386849533,29,0
professional,9,9,default,svsw,1,0.9551872140303401,0.8357112216871124,0.00048024816153237684,0.00786670971352615,29,0
professional,9,9,default,ssg,0,0.9547393527677053,0.8489275791974218,-0.0005916847740047842,0.005502632206449486,29,0
professional,9,9,default,ssg,1,0.9379609963205289,0.8748219035751543,-0.0016025175698533038,-0.006340340156582941,29,0
professional,9,9,default,fsg,0,0.9420108653346947,0.8664063790417988,0.0009455082094432356,0.005410262186981147,29,0
professional,9,9,default,fsg,1,0.9411897257105155,0.8667385057581456,0.001284813556679588,-0.0009633740257391915,29,0
professional,9,9,default,slg,0,0.9657840134275941,0.8676187181654453,0.0022547874252284855,0.00894917122160142,29,0
professional,9,9,default,slg,1,0.9282252040082538,0.8715588136147473,0.0009739408105512715,0.0006594367832629972,29,0
professional,9,9,default,flg,0,0.9526140237402033,0.8393510468830206,-0.001941676315276795,0.0032769453524809813,29,0
professional,9,9,default,flg,1,0.9437930892522619,0.8388204873103637,-0.0021600174199573373,0.00272313243444028,29,0
amateur,10,0,habitual,ssw,0,0.9292239580131164,0.823920555755644,-0.00230738249286075,-0.005476872177712617,27,0
amateur,10,0,habitual,ssw,1,0.9174361419500706,0.8173007722459074,-0.007241897075206156,0.008053232738729989,29,0
amateur,10,0,habitual,fsw,0,0.9269095252135323,0.8501049376311923,-0.0044883072328285225,-0.010372624165687159,29,0
amateur,10,0,habitual,fsw,1,0.9202396910206737,0.8441010206794102,-0.008457655773168087,0.013152846533937786,29,0
amateur,10,0,habitual,slw,0,0.934312558826393,0.7918488231857871,-0.0033325023334696345,0.003220483363292025,29,0
amateur,10,0,habitual,slw,1,0.9253465356929242,0.8562311729968648,-0.006748667440732424,0.005744989015108743,29,0
amateur,10,0,habitual,flw,0,0.9231857890494011,0.8902820852167843,-0.0031102652450273878,-0.010535196913121487,29,0
amateur,10,0,habitual,flw,1,0.9081466135123395,0.8127950760068612,-0.007452243314701837,0.007104447220984252,29,0
amateur,10,0,habitual,svsw,0,0.9089386251299232,0.7877861008884496,-0.007192391186142823,-0.000590568452692162,29,0
amateur,10,0,habitual,svsw,1,0.9307248566741793,0.8104969096850568,-0.0061435084367305465,0.0050897879160127606,29,0
amateur,10,0,habitual,ssg,0,0.9147011006264728,0.8566273164607576,-0.006116092175996574,0.0076840276792644385,29,0
amateur,10,0,habitual,ssg,1,0.9308645468104817,0.8498932678418991,-0.005462365223691601,0.007066071420268201,29,0
amateur,10,0,habitual,fsg,0,0.9432392282422595,0.8199206371059713,-0.00339943442002467,-0.009221065534833133,29,0
amateur,10,0,habitual,fsg,1,0.9336645421703207,0.7727123563444459,-0.008157714357809813,0.017622361329394376,24,0
amateur,10,0,habitual,slg,0,0.9204875531471172,0.7960109633123716,-0.005693303734349599,-0.006527686777139705,29,0
amateur,10,0,habitual,slg,1,0.9246596926334466,0.8590045218913842,-0.006121210187456149,0.009573297017407301,29,0
amateur,10,0,habitual,flg,0,0.9503493835592066,0.7640637818641329,-0.004999003832487408,0.0010599755122559793,29,0
amateur,10,0,habitual,flg,1,0.9565608764791744,0.8334874062318229,-0.00740223340067382,0.014753944086664798,26,0
amateur,10,0,default,ssw,0,0.9166053936449752,0.7965005128351592,-0.003940039691247234,0.017602479465574253,27,0
amateur,10,0,default,ssw,1,0.9407319184693035,0.8356724627348536,-0.007806439984684353,0.009825810488917851,29,0
amateur,10,0,default,fsw,0,0.8509766539682688,0.8025820424924589,0.006175506723842214,0.01078562055893283,25,0
amateur,10,0,default,fsw,1,0.9144004130659683,0.7926221934232158,-0.004894976095021944,0.01719312966954155,21,0
amateur,10,0,default,slw,0,0.9214223510779443,0.8679229702692354,-0.005416471905129564,0.002897857779964329,29,0
amateur,10,0,default,slw,1,0.9297779155728668,0.842129724270359,-0.004322927721896187,0.011773253967664321,29,0
amateur,10,0,default,flw,0,0.9479437460460893,0.8092216792724977,-0.003191714317845323,0.012851062479103585,28,0
amateur,10,0,default,flw,1,0.9182520580422557,0.8099087680705529,-0.005628163854367159,0.011631514227285358,28,0
amateur,10,0,default,svsw,0,0.9207006221288663,0.893556614590046,-0.0063854077179783635,0.012509795504564861,26,0
amateur,10,0,default,svsw,1,0.9411954725491005,0.8648386606282591,-0.007043605640118605,0.012029668235159285,29,0
amateur,10,0,default,ssg,0,0.9185447568489511,0.8080212237464034,-0.005596263570039469,0.01598478901816581,22,0
amateur,10,0,default,ssg,1,0.9437462505007344,0.8461265643246103,-0.00638147082399968,0.015213680172521782,28,0
amateur,10,0,default,fsg,0,0.9045700336671723,0.8438506426294563,0.00028776397637127454,0.007856420301904955,29,0
amateur,10,0,default,fsg,1,0.9415262356155514,0.8487993921736453,-0.004928993417379719,0.013256399363822013,29,0
amateur,10,0,default,slg,0,0.9479166352781608,0.8302391983241574,-0.0040580352712562984,0.007158676308211348,29,0
amateur,10,0,default,slg,1,0.9276967070989535,0.8523881532216394,-0.007151268038946742,0.013361603218999948,29,0
amateur,10,0,default,flg,0,0.9309687310597553,0.8047849237934663,-0.003795177737531437,0.016750133249522684,25,0
amateur,10,0,default,flg,1,0.9309046785932833,0.8471429506872715,-0.005082683611264179,0.01012136915336216,29,0
amateur,11,1,habitual,ssw,0,0.960363540204419,1.0263607475394343,-0.004521888812597857,0.033849790069737894,28,0
amateur,11,1,habitual,ssw,1,0.9286226919669591,0.992449924317772,-0.0018233531690172852,0.009188766894995563,28,0
amateur,11,1,habitual,fsw,0,0.9627280201598032,1.1141946165026457,-5.025392948329599e-05,0.03402397392186185,24,0
amateur,11,1,habitual,fsw,1,0.9556822366561621,1.0413418675106285,-0.0004481563617636545,0.025316061887409366,29,0
amateur,11,1,habitual,slw,0,0.9846636163370701,1.0705176911460537,-0.0030404450474730955,0.019993339272601374,29,0
amateur,11,1,habitual,slw,1,1.0071428945554648,1.0368178366605347,-0.0013938750584848343,0.02286501785488513,25,0
amateur,11,1,habitual,flw,0,0.9872065382363502,0.9484171644611339,-0.003430028076688214,0.0006061810217243275,29,0
amateur,11,1,habitual,flw,1,0.9905238956778379,0.9966324551860929,0.0004753953865885433,0.02319202189470881,23,0
amateur,11,1,habitual,svsw,0,0.9524671006996481,0.9848364831645111,-0.0019729947876515755,0.01200123723734174,29,0
amateur,11,1,habitual,svsw,1,0.9361804161952545,1.036635543965716,-0.0004800510716020017,0.018770511111077845,29,0
amateur,11,1,habitual,ssg,0,0.9435756415093124,1.040792092477677,-0.0034408923926298966,0.02222715021926498,28,0
amateur,11,1,habitual,ssg,1,0.9782815460019283,0.9991730132452193,-0.0066431741008265745,0.016869985662154696,29,0
amateur,11,1,habitual,fsg,0,0.9111554501568846,1.0775375724939458,0.0026356978400592663,0.033713474017845295,24,0
amateur,11,1,habitual,fsg,1,0.9578463781073174,0.9738568761881816,-0.000168857539012926,0.017465688999789127,18,0
amateur,11,1,habitual,slg,0,0.9739573702124792,0.9712351186786875,-0.0017303022256725375,0.02639142608510641,29,0
amateur,11,1,habitual,slg,1,0.9923348027431971,1.1812148261582582,0.00016621330915182232,0.02174111366209785,28,0
amateur,11,1,habitual,flg,0,0.9809658472026946,1.0981000744460234,-0.0003754628897022225,0.02349236432967731,29,0
amateur,11,1,habitual,flg,1,0.9328774603452861,0.9472468712053268,-0.00024135373085199842,0.016801793305109846,29,0
amateur,11,1,default,ssw,0,0.9944964467512069,0.9821276213109618,0.0012824422936881788,0.029287086998364898,29,0
amateur,11,1,default,ssw,1,0.9593348772285923,1.074801941813672,0.0006374596620698598,0.014457505626915296,29,0
amateur,11,1,default,fsw,0,1.0249268724643645,1.0895181177465094,-0.002353742789562666,0.026469417753490116,29,0
amateur,11,1,default,fsw,1,1.0281669222444367,1.0991620105416053,0.001490850850699694,0.028612269041233162,29,0
amateur,11,1,default,slw,0,0.9590007598159342,1.0103166073464727,0.0008679588635085705,0.019688282722330176,29,0
amateur,11,1,default,slw,1,0.9833639665317614,1.0445125960472408,0.003626160873675827,0.006473092689018022,29,0
amateur,11,1,default,flw,0,0.9914019387483362,1.0348778033602903,-0.00021396228457617496,0.023747778438578122,29,0
amateur,11,1,default,flw,1,0.9891794655555592,1.0808311049167827,0.002477249680811461,0.019185195816337534,26,0
amateur,11,1,default,svsw,0,0.969041540823222,1.0730113942930914,0.0018648036127157097,0.020314560250664967,28,0
amateur,11,1,default,svsw,1,0.9790222793239707,1.0849467845534804,0.0006451496717805273,0.015166319907559107,25,0
amateur,11,1,default,ssg,0,0.98361300439665,1.1477681766214083,-0.002831877633650868,0.029210503222888557,25,0
amateur,11,1,default,ssg,1,0.9674949149765231,1.0366992186896267,0.0038526119240124244,0.015809577410860403,29,0
amateur,11,1,default,fsg,0,1.0030563176312353,0.9992841420319358,0.0010329872144324579,0.026537070906307053,26,0
amateur,11,1,default,fsg,1,0.9790099296321454,1.104650288575387,0.001963439165110642,0.024644298329715503,25,0
amateur,11,1,default,slg,0,0.9670035737512653,1.0481876011926503,-0.0021129422889006886,0.0279593510262057,29,0
amateur,11,1,default,slg,1,0.9469237044956359,1.1001301820704883,0.0013590137008916685,0.014481823511223244,29,0
amateur,11,1,default,flg,0,0.9922295260140872,1.077346716767981,0.0012461607011951276,0.0341179173986936,29,0
amateur,11,1,default,flg,1,0.9460042675607606,1.084577021050902,0.003392521186219106,0.009640594678378444,29,0
amateur,12,2,habitual,ssw,0,0.9065315047612293,0.8837801145600691,0.0015452553513239462,0.01023785263306989,29,0
amateur,12,2,habitual,ssw,1,0.9117032148728429,0.8682327633858419,0.0027340191780685467,0.006498456330214394,29,0
amateur,12,2,habitual,fsw,0,0.9509011068522077,0.8757566835904497,0.0032921268792715365,0.008797908415434012,28,0
amateur,12,2,habitual,fsw,1,0.9212632191264707,0.8114316285518934,0.0047414477657336685,0.010143962657352956,28,0
amateur,12,2,habitual,slw,0,0.932848951915556,0.8888450191137711,0.006595057040500662,0.01071902089195435,29,0
amateur,12,2,habitual,slw,1,0.9273751835490013,0.8860413212311962,0.0007038794381853241,0.005916801339678808,29,0
amateur,12,2,habitual,flw,0,0.9302986823950172,0.8958961088709863,0.002315621603511663,0.010094612398015151,29,0
amateur,12,2,habitual,flw,1,0.9162914445793763,0.9541926546897693,0.008524114233603611,0.014704318131031274,29,0
amateur,12,2,habitual,svsw,0,0.9479902868034336,0.8988702347714351,0.002972945952618015,0.014561713303959969,26,0
amateur,12,2,habitual,svsw,1,0.9349289318378632,0.9157604589029477,0.005997196071162545,0.01717650024041581,29,0
amateur,12,2,habitual,ssg,0,0.9343872368726432,0.8869202884423578,0.002686283236456857,0.01567566994798239,29,0
amateur,12,2,habitual,ssg,1,0.9156967788834566,0.8433739434190431,0.0061416051869976705,0.007774181593158682,29,0
amateur,12,2,habitual,fsg,0,0.9532601764401631,0.9086997741436715,0.00693420777829206,0.017788280424018227,22,0
amateur,12,2,habitual,fsg,1,0.9200245260507602,0.810689971999025,0.0055893823461180174,0.005292613754489802,29,0
amateur,12,2,habitual,slg,0,0.9375206358532925,0.9209207374766616,0.0047645295348988604,0.010336309373231415,29,0
amateur,12,2,habitual,slg,1,0.9228165861597247,0.844399939489721,0.004585458620664639,0.012898985179384674,26,0
amateur,12,2,habitual,flg,0,0.9295009550634429,0.902064646987953,0.008061761337090483,0.0052190070769084496,26,0
amateur,12,2,habitual,flg,1,0.9304016139092416,0.9254883084037031,0.0017126846404454847,0.013261061179743553,29,0
amateur,12,2,default,ssw,0,0.850158677683311,0.7737283029277611,0.0065814406400529196,0.006929623524159005,29,0
amateur,12,2,default,ssw,1,0.9164044796862881,0.7957700966424692,0.006370329868240664,0.017472967758762628,29,0
amateur,12,2,default,fsw,0,0.910717437178352,1.1167562843467393,0.002107903226298392,-0.008957576836734451,18,0
amateur,12,2,default,fsw,1,0.955292252004299,0.7806860165017406,0.003995172549103101,0.014828478011586772,29,0
amateur,12,2,default,slw,0,0.9155324029816764,0.7874981640600562,0.002797010296765527,0.011110606061617945,29,0
amateur,12,2,default,slw,1,0.906968100035414,0.759274277267972,0.0038485713875241225,0.010023083370671421,26,0
amateur,12,2,default,flw,0,0.9251240074271934,0.8194295685445336,0.004039647510713607,0.00523111845972671,28,0
amateur,12,2,default,flw,1,0.9135591696775094,0.8735989071290762,0.007383997005904652,0.01764798130392748,28,0
amateur,12,2,default,svsw,0,0.9486874868335273,0.8649033905503803,0.0014002110120342696,0.013013529062607616,29,0
amateur,12,2,default,svsw,1,0.9073283003234934,0.8478513578841128,0.0022114628057810634,0.009645241500222942,29,0
amateur,12,2,default,ssg,0,0.944778696110175,0.833318916414087,0.0017581950037920705,0.011865798091768293,28,0
amateur,12,2,default,ssg,1,0.9115368228131179,0.8191127248425043,0.005319837271232116,0.013925097911440695,25,0
amateur,12,2,default,fsg,0,0.9142283108055934,0.8451236735964637,0.0026187896162210124,0.016072446390791546,29,0
amateur,12,2,default,fsg,1,0.900104413060122,0.7697919015637373,0.003181338728533793,0.005771047159299263,29,0
amateur,12,2,default,slg,0,0.8961859214939976,0.8058289822261987,0.003966476367302289,0.007097899897439412,28,0
amateur,12,2,default,slg,1,0.9121125700198847,0.8103135915902339,0.007915528113117496,0.006164855309636756,29,0
amateur,12,2,default,flg,0,0.9111332990990059,0.8336409600225281,0.006092067955518796,0.014812652095350213,28,0
amateur,12,2,default,flg,1,0.9082128728710823,0.7985530628009501,0.004677187759304742,0.004997087356830288,29,0
amateur,13,3,habitual,ssw,0,0.905653931254782,0.8306952104116859,-0.0015374747396336257,-0.01177658208826862,28,0
amateur,13,3,habitual,ssw,1,0.8937465777656033,0.727391561845836,0.0020735961402993976,-0.0014932327193582272,28,0
amateur,13,3,habitual,fsw,0,0.9002848111049465,0.7967188994193979,0.0001956229726692905,-0.0008839686165377034,25,0
amateur,13,3,habitual,fsw,1,0.8868076871598872,0.747867465239051,0.0040939519664819225,0.0008643025777880925,25,0
amateur,13,3,habitual,slw,0,0.904881216865108,0.7651862247103514,-0.0012121898280676715,-0.0036874188745624325,29,0
amateur,13,3,habitual,slw,1,0.9291460610499541,0.7640388875780547,-0.0016770774604445027,0.002964109712535565,29,0
amateur,13,3,habitual,flw,0,0.9061248976516962,0.7545091202659582,-0.0001570513520669078,-0.003970529489897764,28,0
amateur,13,3,habitual,flw,1,0.8961714809010748,0.7695123210202037,-0.0007505713921407012,0.003519630619259165,25,0
amateur,13,3,habitual,svsw,0,0.9247449961300473,0.7572192774824982,0.002556930063590997,-0.0007524153120566212,29,0
amateur,13,3,habitual,svsw,1,0.8854960815073779,0.7477438676649935,2.9158796502459956e-05,0.003459668079671756,25,0
amateur,13,3,habitual,ssg,0,0.9250031955196184,0.7549208445025463,-0.0009382502373884646,-0.0011657765341285126,29,0
amateur,13,3,habitual,ssg,1,0.8876238571615634,0.7759942866785852,0.00038447437455708337,0.00027211890890063185,25,0
amateur,13,3,habitual,fsg,0,0.9272442549062359,0.78571057205958,0.002167825781031551,-0.004582156300861489,29,0
amateur,13,3,habitual,fsg,1,0.8980791040995898,0.768730148590317,-0.0025861429653912735,0.0016208501043204694,29,0
amateur,13,3,habitual,slg,0,0.9187919950228576,0.8006867973290799,-0.0016431274898154992,-0.0066934716683868575,29,0
amateur,13,3,habitual,slg,1,0.9130692028931817,0.7493240410736335,0.0016014685701026933,0.003302520809925562,28,0
amateur,13,3,habitual,flg,0,0.9102639356061231,0.7898456431201519,-6.276898309545784e-05,-0.0007464330660307186,25,0
amateur,13,3,habitual,flg,1,0.9138228825049686,0.8114428832985212,0.0005238579458817141,-9.023908144532335e-05,25,0
